0.5957103380152051;5.339264598370171E-5;0.10346005009065777
0.783929018566968;4.737795859781027E-5;0.0482868479498602
0.9024956839783298;4.182110645537739E-5;0.021226096395554086
0.9405722114418884;3.920289373383442E-5;0.01364613792660058
0.9478204099198063;3.896144744205534E-5;0.013096149170583384
0.7162372647134136;5.547908450307806E-5;0.12549177674521741
0.051836564632941694;1.0253611161815211E-4;0.8981173244294908
0.033882094430704744;1.0764574242329227E-4;0.9242036918219652
0.029356716832923815;1.0843561722094494E-4;0.928609857883307
0.027916222730818806;1.0826748226791915E-4;0.9287605687311452
0.025869979074357553;1.0892005778787642E-4;0.933011956920487
